code,grouping,title,description,lithology
Tfl,Los Angeles Basin,"Fernando Formation, Lower Member (Pliocene)",Interbedded silty sandstone and massive pebble conglomerate. (El Monte 7.5’ quadrangle).,
Tflc,Los Angeles Basin,"Fernando Formation, Lower Member (Pliocene)",Massive pebble conglomerate. (El Monte 7.5’ quadrangle).,
Tfu,Los Angeles Basin,"Fernando Formation, Upper Member (Pliocene)",Massive silty sandstone. (El Monte 7.5’ quadrangle).,
Tfuc,Los Angeles Basin,"Fernando Formation, Upper Member (Pliocene)","Massive silty sandstone. (El Monte 7.5’ quadrangle), pebbly sandstone and conglomerate",
Tfuf,Los Angeles Basin,"Fernando Formation, Upper Member (Pliocene)","Massive silty sandstone. (El Monte 7.5’ quadrangle), fossiliferous",
Ti,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Intrusive rocks, undivided (middle middle Miocene)","Dikes, sills and irregularly shaped intrusive bodies of diabase, basalt, and andesite; commonly pervasively altered and easily eroded, undercutting slopes and, therefore, commonly spatially associated with toes of landslides; sills are larger and more abundant in Topanga Canyon Formation at shallow stratigraphic depths below base of Conejo Volcanics; intrusive along Malibu Bowl Detachment Fault only where Topanga Canyon Formation and younger strata are carried in upper plate (widespread in central and western Santa Monica Mountains; Yerkes and Campbell, 1980; Campbell and others, 1996)",
Tid,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Intrusive rocks, dacite (middle middle Miocene)","Dacite plug intrusive into Topanga Canyon Formation. (eastern Newbury Park 7.5’ quadrangle; Dibblee and Ehrenspeck, 1993, p. 89)",
Tim,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),Mixed rocks (middle middle Miocene and early or early middle Miocene),"Very fine- to fine-grained basalt, pervasively intrusive into black siltstone and very fine-grained sandstone of Topanga Canyon Formation (and, possibly, Vaqueros  19 Formation) on a spacing too fine to map separately at 1:12,000-scale. (Triunfo Pass 7.5’ quadrangle; Campbell, unpublished mapping, 1967-1976)",
TKb,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),Sedimentary rocks in the Beverly Hills area (early Tertiary and late Cretaceous)—,"Chiefly conglomerate; presumed equivalents of Simi Conglomerate (Paleocene), Coal Canyon Formation (Paleocene), and perhaps, conglomerate of the Tuna Canyon Formation (late Cretaceous). Mapped as a basal conglomerate of “Topanga Formation” (middle Miocene) by Hoots (1931); assigned to “Chico Formation” (Cretaceous) and “Martinez Formation” (Paleocene) by Durrell (1954); and correlated with Paleocene succession of Simi Conglomerate, Las Virgenes Sandstone and Santa Susana Formation by Colburn and Novak (1989). For purposes of this map, exposures of these rocks in Beverly Hills 7.5’ quadrangle are labeled “TKb”",conglomerate of the Tuna Canyon Formation (late Cretaceous). Mapped as a basal conglomerate of “Topanga Formation” (middle Miocene) by Hoots (1931); assigned to “Chico Formation” (Cretaceous) and “Martinez Formation” (Paleocene) by Durrell (1954); and correlated with Paleocene succession of Simi Conglomerate
Tl,Santa Susana Mountains and Simi Hills,Llajas Formation (middle to early Eocene),"Marine sandstone, very fine- to finegrained, siltstone, pebble conglomerate and interbedded platy to shaly siltstone and mudstone. Locally contains fossil mollusks assigned to “Domengine Stage” (Weaver and others, 1944). Name for strata exposed on northwest side of north branch of Las Llajas Canyon, on northeast side of Simi Valley (Schenck, 1931, p. 455; McMasters, 1933; Squires, 1983b). (Simi Valley East, Oat Mountain, Thousand Oaks 7.5’ quadrangles, and correlative strata in Point Dume, Malibu Beach, and Topanga 7.5’ quadrangles)",
Tl,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),Llajas Formation (middle to early Eocene),"Marine sandstone, very fine- to finegrained, siltstone, pebble conglomerate and interbedded platy to shaly siltstone and mudstone. Locally contains fossil mollusks assigned to the “Domengine Stage” (Weaver and others, 1944). Name taken from strata exposed on northwest side of north branch of Las Llajas Canyon, on northeast side of Simi Valley (Schenck, 1931, p. 455; McMasters, 1933). (Simi Valley East, Oat Mountain, Thousand Oaks 7.5’ quadrangles, and correlative strata in Point Dume, Malibu Beach and Topanga 7.5’ quadrangles)",
Tlc,Santa Susana Mountains and Simi Hills,"Llajas Formation, conglomerate (middle to early Eocene)","Basal conglomerate separating Llajas strata from underlying Santa Susana Formation in area northeast of Simi Valley. (Simi Valley East and Oat Mountain 7.5’ quadrangles; Evans and Miller, 1978)",
Tlv,Santa Susana Mountains and Simi Hills,Las Virgenes Formation (early (?) Paleocene),"Nonmarine and marine sandstone and mudstone; thin sequence, locally 125 m, but thins westward to zero. Named by Nelson (1925). (Thousand Oaks and Calabasas 7.5’ quadrangles; Squires, 1983a)",
Tm,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, undivided (late Miocene)","Predominantly gray to brown thinbedded mudstone, diatomaceous clay shale, or siltstone, containing interbeds of very fine-grained to coarse-grained sandstone; proportion and thickness of sandstone interbeds allows lithofacies to be mapped in some areas. Generally unconformable on older rocks around northern, eastern, and southern margins of Ventura Basin. Base of Modelo Formation is generally unconformable on middle Miocene and older rocks. Name introduced by Eldridge and Arnold (1907) for strata exposed in Topatopa Mountains, north of Piru; subsequently extended to eastern Santa Monica Mountains and described in detail by Hoots (1931); further described in Santa Susana Mountains and San Fernando Pass areas by Winterer and Durham (1962). Five members described by Cemen (1977) in Topatopa Mountains and four mapped as far south as northern Oak Ridge and Santa Susana Mountains",
Tm,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, undivided (late Miocene)","Predominantly gray to brown thinbedded mudstone, shale, or siltstone, contains interbeds of very fine-grained to coarse-grained sandstone; proportion and thickness of sandstone interbeds allows mappable facies to be distinguished locally; noted for turbidite features indicating submarine fan deposition (Sullwold, 1960). Generally unconformable on older rocks around northern, eastern, and southern margins of Ventura Basin. Base of Modelo is generally unconformable on middle Miocene and older rocks. Along north flank of Santa Monica Mountains the unconformity mapped by Hoots (1931) in eastern part of range, where Modelo locally overlies Santa Monica Slate, has been mapped continuously westward (Yerkes and Campbell, 1980; Weber, 1984; and unpublished 1:12,000-scale mapping by Yerkes and Campbell, 1965-1974, in Canoga Park and Calabasas 7.5’ quadrangles) as far as north side of Ventura Freeway (U.S. 101) at west side of Las Virgenes Creek. West of there it becomes accordant with (and apparently conformable on) subjacent strata of Calabasas Formation (Weber, 1984); further west, Modelo and subjacent parts of Calabasas appear to grade progressively westward into more diatomaceous, clayey, Monterey-like lithofacies. Many sandstone and shale beds below unconformity and its westward conformable extension and above Conejo Volcanics are lithologically similar to Modelo but more intensely folded and faulted; these beds have been assigned to Calabasas Formation by Yerkes and Campbell (1979). Fellbaum and Fritsche (1993) include them in Modelo Formation; however, their correlation with Mohnian age strata above unconformity is unlikely. Name, Modelo, was introduced by Eldridge (1907) for strata exposed in the Piru 7.5’ quadrangle; extended to the eastern Santa Monica Mountains and described in detail by Hoots (1931); Kleinpell (1938) used unconformity at base (as mapped by Hoots, 1931), well exposed near Mohn Springs in Topanga Canyon, where it is underlain by middle Miocene Topanga strata, as base for his type Mohnian (foraminiferal) Stage (late Miocene). Further described in Santa Susana Mountains and San Fernando Pass areas by Winterer and Durham (1962). Widespread in eastern Ventura Basin; locally extended to include some strata along south flank of Santa Monica Mountains in Pacific Palisades-Westwood area. Lithologically designated subunits are interbedded at different levels of Modelo, but do not constitute a consistent stratigraphic sequence. Where subunits do form a consistent stratigraphic sequence, they have been designated by subscripted numbers.",
Tm1,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, member 1 (late Miocene)","Lower shale unit; cherty to porcelaneous shale and mudstone, locally calcareous, locally diatomaceous. Moderately to well indurated, thin-bedded to laminated, generally dark gray to brown. Contains foraminifera referred to Relizian and Luisian Stages of Kleinpell (1938); thickness 214-794 m. (Cemen, 1977). (Fillmore, Piru and Oat Mountain 7.5’ quadrangles)",
Tm1,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, member 1 (late Miocene)","Lower shale. (Fillmore, Piru and Oat Mountain 7.5’ quadrangles)",
Tm2,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, member 2 (late Miocene)","Lower sandstone unit; grayish-white to darkbrown, fine- to medium-grained sandstone, locally interbedded with dark brown siltstone and claystone; locally as much as 915 m. thick, thins westward and pinches out between middle and lower shale units (Cemen , 1977). (Piru, Simi Valley West and Oat Mountain 7.5’ quadrangles)",
Tm2,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, member 2 (late Miocene)","Lower sandstone. (Piru, Simi Valley West and Oat Mountain 7.5’ quadrangles)",
Tm3,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, member 3 (late Miocene)","Middle shale unit; porcelaneous and calcareous shale and porcelaneous mudstone, brown to buff, thin-bedded to laminated, moderately to well indurated, contains thick lenses of gray calcareous sandstone locally; thickness variable but may exceed 763 m.; foraminifera referred to lower part of the Mohnian Stage of Kleinpell (1938) (Cemen, 1977). (Fillmore, Piru and Oat Mountain 7.5’ quadrangles)",
Tm3,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, member 3 (late Miocene)","Middle shale. (Fillmore, Piru and Oat Mountain 7.5’ quadrangles)",
Tm4,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, member 4 (late Miocene)","Upper sandstone unit; white to gray, fine- to coarse-grained arkosic sandstone, containing subordinate thin partings and lenticular interbeds of silty clay shale; locally siliceous. Thickness variable, locally as much as 825 m. (Cemen, 1977). (Fillmore, Piru, Simi Valley East and Oat Mountain 7.5’ quadrangles)",
Tm4,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, member 4 (late Miocene)","Interbedded sandstone and shale. (Fillmore, Piru, Simi Valley East and Oat Mountain 7.5’ quadrangles)",
Tm5,Topatopa Mountains and eastern Santa Ynez Range,"Modelo Formation, member 5 (late Miocene)","Upper shale and siltstone unit; dark brown to gray, moderately- to well-compacted, thin-bedded to laminated silty shale and 9 siltstone; locally siliceous near base. Contains foraminifera assigned to the upper Mohnian and lower Delmontian Stages of Kleinpell (1938). Thickness locally exceeds 458 m. (Cemen, 1977). (Piru 7.5’ quadrangle)",
Tm5,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, member 5 (late Miocene)",Upper shale and siltstone. (Piru 7.5’ quadrangle),
Tmc,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mint Canyon Formation, undivided (late and middle Miocene)","Includes a variety of semi-consolidated nonmarine sediments deposited in fluvial and lacustrine  28 environments. First described by Hershey (1902), named by Kew (1924), mapped in detail by Saul (1983), who recognized three intertonguing lithofacies. Jahns and Muehlberger (1954) describe two informal members: a lower member including reddish-brown basement rock breccia, conglomerate, sandstone, siltstone and mudstone (thickness ~ 335 m); and an upper member consisting of thin-bedded brownish or greenish siltstone and interbedded tuff (thickness ~ 790 m). An additional 945 m of fanglomerate with abundant anorthosite clasts, present between the Agua Dulce and Soledad faults (mostly in the Agua Dulce 7.5’ quadrangle), was included by Jahns and Muehlberger (1954) in Vasquez Formation; however, on this map beds are assigned to Mint Canyon Formation following usage of Oakeshott (1958), who recognized that base is left-laterally separated about 2.7 km by Agua Dulce Fault. Includes:",
Tmc1,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mint Canyon Formation, facies 1 (late and middle Miocene)","Lacustrine and lake-marginal fluvial deposits of arkosic sandstone and conglomeratic sandstone, with interbedded siltstone and mudstone; some nodular carbonate in siltstone; thin beds of limestone common in mudstone. (Mint Canyon 7.5’ quadrangle; Saul, 1983)",
Tmc2,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mint Canyon Formation, facies 2 (late and middle Miocene)","Lacustrine bottomset facies. Interbedded sandstone, silty sandstone, siltstone, claystone and thin beds and lenses of limestone; a few lenses of turbidite sandstone and coarse conglomerate; tuffaceous beds; ostracod shells. Bedding planes commonly darkened by finely divided lignite; graded beds common. (Mint Canyon and Newhall 7.5’ quadrangles; Saul, 1983)",
Tmc3,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mint Canyon Formation, facies 3 (late and middle Miocene)","Lacustrine deltaic (foreset) facies. Predominantly fine- to coarse-grained, sparsely-concretionary, crossbedded, arkosic sandstone, interbedded with conglomeratic sandstone, gray to brown sandy siltstone and claystone; tuff and tuffaceous sedimentary beds; marly and nodular carbonate. Sparsely fossiliferous: small clam and snail shells, vertebrate bones and teeth. (Mint Canyon 7.5’ quadrangle; Saul, 1983)",
Tmd,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, diatomaceous shale (late Miocene)","Diatomaceous shale. (Simi Valley West, Oat Mountain, Canoga Park and Van Nuys 7.5’ quadrangles)",
Tms,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, sandstone (late Miocene)","Sandstone. (Thousand Oaks, Calabasas, Canoga Park and Van Nuys 7.5’ quadrangles)",
Tmst,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Modelo Formation, siltstone (late Miocene)",Silty shale and siltstone; includes siliceous shale. (Val Verde and Beverly Hills quadrangles),
Tmt,,"Monterey Shale, undivided (late and middle Miocene)","Marine clay shale, thin interbedded siltstone, minor sandstone and pebble conglomerate, and glassy tuff. Siltstone is commonly diatomaceous, locally bituminous, siliceous, or dolomitic. Sandstone is commonly quartz arenite; some conglomerate contains clasts of glaucophane schist. Shale is gray to dark brownish gray where fresh, weathers to chalky white; contains foraminifera referred to the Relizian, Luisian, or Mohnian Stages (early middle, late middle, or early late Miocene respectively) of Kleinpell (1938). Monterey strata are only exposed south of Malibu Coast Fault; rocks of equivalent age north of fault are referred to Topanga Group and Modelo Formation. Name extended into southern California from type area in  34 Monterey County, central California (Woodring and others, 1936). Upper part of unit in some areas (chiefly along the Pacific Coast Highway) is late Mohnian in age and locally overlies early Miocene Trancas Formation unconformably; its relation to middle Miocene Monterey strata on Point Dume are obscured, but could be unconformable. Mostly middle Miocene section exposed on Point Dume is about 100 m thick. Monterey Shale is unconformably overlain by unconsolidated Pliocene, Pleistocene and Holocene deposits",
Tmtd,,"Monterey Shale, deformed (middle Miocene)","Intensely deformed shale, siltstone, and sandstone, commonly dolomitic, locally siliceous, and locally very cherty. Contains foraminifera referred to Relizian or Luisian (middle Miocene) Stages of Kleinpell (1938). In upper plate of Escondido Thrust Fault and south of Malibu Coast Fault beds are tightly folded, with vertical limbs and gently eastplunging axes; thickness across folded beds is at least 650 m",
Tmz,Santa Susana Mountains and Simi Hills,Martinez Formation (Paleocene),"Coarse-grained marine sandstone, thin interbeds of black shale, and lenticular beds of well-cemented pebble conglomerate. Molluscan stage name, imported from central California first used by Gabb (1869), was used by Kew (1924) and Nelson (1925) for fossiliferous Paleocene strata in Simi Hills. Beds in Simi Hills renamed “Santa Susana Formation” by Colburn and others (1988). “Martinez” also used by Hoots (1931) for strata in the Santa Monica Mountains later renamed Coal Canyon Formation (Yerkes and Campbell, 1979); “Martinez” is retained here only for strata in fault slices in San Gabriel Fault Zone (Oakeshott, 1958; Sunland and San Fernando 7.5’ quadrangles)",
Tp,Topatopa Mountains and eastern Santa Ynez Range,Pico Formation (Pliocene),"Marine clayey siltstone and sandy siltstone. Soft, olive gray, containing interbeds of very fine-grained sandstone. Siltstone locally contains abundant foraminifera; locally well-cemented shells of invertebrates; as much as 183 m thick (Widespread exposures in east-trending band from Fillmore and Moorpark 7.5’ quadrangles on the west, to San Fernando and Sunland 7.5’ quadrangles on the east; a few exposures in southeast Topanga 7.5’ quadrangle). Name introduced by B. L. Clark (1921); unit described by Oakeshott (1950).",
Tp,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains",Pico Formation (Pliocene),"Marine clayey siltstone and sandy siltstone, soft, olive gray, containing interbeds of very fine-grained sandstone; siltstone locally contains abundant foraminifera and locally well-cemented shells of invertebrates. As much as 183 m thick (widespread exposures in east-trending band from Fillmore and Moorpark 7.5’ quadrangles on west, to San Fernando and Sunland 7.5’ quadrangles on east; a few exposures in southeast Topanga 7.5’ quadrangle). Name introduced by B. L. Clark (1921), unit described by Oakeshott (1950).",
Tpc,Topatopa Mountains and eastern Santa Ynez Range,"Pico Formation, sandstone and conglomerate (Pliocene)",Sandstone and conglomerate. (Val Verde 7.5’ quadrangle and adjacent areas),
Tpc,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Pico Formation, sandstone and conglomerate (Pliocene)",Sandstone and conglomerate. (Val Verde 7.5’ quadrangle and adjacent areas),
Tpn,Los Angeles Basin,"Puente Formation, undivided (early Pliocene and late Miocene)","Marine siltstone, sandstone, and shale; locally diatomaceous; mostly temporal equivalent of Modelo Formation, but partly younger; named by Eldridge (in Eldridge and  33 Arnold, 1907) from exposures in Puente Hills; strata are associated with Los Angeles Basin (El Monte, Los Angeles and Hollywood 7.5’ quadrangles) as contrasted with Modelo strata, which are associated with eastern Ventura Basin. In Los Angeles and Hollywood 7.5’ quadrangles Lamar (1970) mapped four non-sequential, interbedded, informal lithologic subunits, which have not been specifically correlated with formal members recognized by Schoellhamer and others (1954)",
Tpna,Los Angeles Basin,"Puente Formation, sandstone (late Miocene)","Well-bedded, very fine- to very coarse-grained sandstone; medium to light brown and light gray; mostly well cemented but less so in uppermost parts; local discoidal concretions; most abundant in lower part of formation (Lamar, 1970, fig. 14)",
Tpns,Los Angeles Basin,"Puente Formation, siliceous shale (early Pliocene)","Well-bedded, light gray, siliceous shale and siltstone; regularly interbedded with thin, fine- to coarsegrained sandstone beds; most common in a few discontinuous zones, chiefly in upper-central part of formation (Lamar, 1970, fig. 14)",
Tpnsc,Los Angeles Basin,"Puente Formation, Sycamore Canyon Member (late Miocene)","Predominantly sandstone and pebble conglomerate, laterally variable; sandstone is thick-bedded to massive, medium- to coarse-grained, friable; siltstone is massive to thin bedded, siliceous; conglomerate is massive, contains pale to brownish-gray pebbles and cobbles. Siltstone locally contains bathyl-depth foraminiferal fauna; Tpnscc, conglomerate bed. Member named by Schoellhamer and others (1954). (El Monte 7.5’ quadrangle)",conglomerate
Tpnscc,Los Angeles Basin,"Puente Formation, Sycamore Canyon Member (late Miocene)","Predominantly sandstone and pebble conglomerate, laterally variable; sandstone is thick-bedded to massive, medium- to coarse-grained, friable; siltstone is massive to thin bedded, siliceous; conglomerate is massive, contains pale to brownish-gray pebbles and cobbles. Siltstone locally contains bathyl-depth foraminiferal fauna; Tpnscc, conglomerate bed. Member named by Schoellhamer and others (1954). (El Monte 7.5’ quadrangle)",conglomerate
Tpnsq,Los Angeles Basin—West,"Puente Formation, Soquel Member (late Miocene)","Predominantly sandstone, minor interbedded siltstone; sandstone is gray to yellowish-gray, massive to well bedded, medium- to coarse-grained, poorly sorted; includes interbedded pebbly sandstone, many graded and locally pebbly to cobbley conglomeratic. Lower part of unit contains ellipsoidal, calcite-cemented boulders as large as 1.5 m. Named by Schoellhamer and others (1954). (El Monte 7.5’ quadrangle)",
Tpny,Los Angeles Basin,"Puente Formation, Yorba Member (late Miocene)","Predominantly siltstone, sandstone interbeds. Named for Yorba Bridge over Santa Ana River, east of Atwood. White to gray, thin-bedded, micaceous and siliceous siltstone; upper part contains large matrix supported boulders in fine-grained material – interpreted to be turbidity current deposit. Named by Schoellhamer and others (1954). (El Monte 7.5’ quadrangle)",
Tpnz,Los Angeles Basin,"Puente Formation, siltstone (early Pliocene)","Well-bedded, light gray siltstone; thickest beds at top of section, also interbeds lower in section (Lamar, 1970, fig. 14)",
Tps,Topatopa Mountains and eastern Santa Ynez Range,"Pico Formation, siltstone (Pliocene)",Siltstone. (Val Verde 7.5’ quadrangle),
Tps,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Pico Formation, siltstone (Pliocene)",Siltstone. (Val Verde 7.5’ quadrangle),
Tpt,Topatopa Mountains and eastern Santa Ynez Range,"Topatopa Formation, undivided (middle to early Eocene)","Marine sandstone, arkosic, very well indurated; interbedded with mudstone and siltstone. Conformable beneath Cozy Dell Formation; base not exposed in the map area; total thickness exceeds 1 km. Molluscan fossils are of Tejon Stage (late Eocene); interbedded shale contains foraminifera referred to Ulatisian and Narizian (early to middle Eocene) Stages of Mallory (1959); in part, equivalent to the Matilija and Juncal Formations as mapped short distance to west. Name first used by Eldridge (1907). (western Topatopa Mountains; Fillmore 7.5’ quadrangle; Eschner, 1969).",
Tpt2,Topatopa Mountains and eastern Santa Ynez Range,"Topatopa Formation, subunit 2 (middle to early Eocene)","Shale interbeds dominant; foraminifera referred to the Ulatisian and Narizian (middle to early Eocene) Stages of Mallory (1959). (Fillmore 7.5’ quadrangle; Eschner, 1969)",
Tr,,"Trancas Formation, undivided (early and middle Miocene)","Marine mudstone, silty shale, claystone, sandstone, and locally prominent sedimentary breccia on Lechusa Point and Point Dume. Breccia is distinctive for abundant detritus of Mesozoic Catalina Schist, including glaucophane schist (San Onofre breccia of Woodford and Bailey, 1928). Trancas is very deformed in zone adjacent to and immediately south of Malibu Coast Fault, and no complete section is exposed. Sovereign Oil Company Malibu 1 exploratory well on Point Dume drilled through 290 m of Marine sandstone, mudstone, claystone, and sedimentary breccia (San Onofre Breccia) between base of Monterey Shale and underlying Zuma Volcanics that is assigned to Trancas Formation by Yerkes and Campbell (1979). (Point Dume and Triunfo Pass 7.5’ quadrangles; Campbell and others, 1996; Campbell, 1965-1975, unpublished 1:12,000-scale mapping). Siltstone locally contains abundant foraminiferal assemblages assigned to Saucesian (lower Miocene) and Relizian or Luisian (middle Miocene) stages of Kleinpell (1938). Quartz-bearing calcarenites (Tra) in western part of Point Dume 7.5’ quadrangle and eastern part of Triunfo Pass 7.5’ quadrangle are distinctive for pervasive intergranular disruption that causes original bedding to be completely masked. Further west, at Sequit Point, sandstones are coarse-grained, crosslaminated calcarenites, composed chiefly of barnacle plates and oyster fragments, and have large areas intruded by sandstone of similar composition but in which original fabric is no longer visible (inferred to be result of liquefaction). Trancas Formation appears to intertongue with both Zuma Volcanics and lower part of Monterey Shale, but is locally unconformably overlain by upper (late Miocene) beds of Monterey Shale",
Tra,,"Trancas Formation, quartz-bearing calcarenites (early and middle Miocene)","Marine mudstone, silty shale, claystone, sandstone, and locally prominent sedimentary breccia on Lechusa Point and Point Dume. Breccia is distinctive for abundant detritus of Mesozoic Catalina Schist, including glaucophane schist (San Onofre breccia of Woodford and Bailey, 1928). Trancas is very deformed in zone adjacent to and immediately south of Malibu Coast Fault, and no complete section is exposed. Sovereign Oil Company Malibu 1 exploratory well on Point Dume drilled through 290 m of Marine sandstone, mudstone, claystone, and sedimentary breccia (San Onofre Breccia) between base of Monterey Shale and underlying Zuma Volcanics that is assigned to Trancas Formation by Yerkes and Campbell (1979). (Point Dume and Triunfo Pass 7.5’ quadrangles; Campbell and others, 1996; Campbell, 1965-1975, unpublished 1:12,000-scale mapping). Siltstone locally contains abundant foraminiferal assemblages assigned to Saucesian (lower Miocene) and Relizian or Luisian (middle Miocene) stages of Kleinpell (1938). Quartz-bearing calcarenites (Tra) in western part of Point Dume 7.5’ quadrangle and eastern part of Triunfo Pass 7.5’ quadrangle are distinctive for pervasive intergranular disruption that causes original bedding to be completely masked. Further west, at Sequit Point, sandstones are coarse-grained, crosslaminated calcarenites, composed chiefly of barnacle plates and oyster fragments, and have large areas intruded by sandstone of similar composition but in which original fabric is no longer visible (inferred to be result of liquefaction). Trancas Formation appears to intertongue with both Zuma Volcanics and lower part of Monterey Shale, but is locally unconformably overlain by upper (late Miocene) beds of Monterey Shale",
TRlg,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mount Lowe intrusive suite, undivided (Triassic)","Compositionally layered pluton exposed over a large area in western San Gabriel Mountains and northeastern Soledad Basin; studied and described by Ehlig (1981); varies from hornblende diorite and quartz diorite in lowest part to albite-rich granite and syenite in upper part; large phenocrysts of hornblende, orthoclase and garnet contribute to distinctive appearance (pebbles and cobbles are readily recognizable as clasts in younger gravel deposits); metamorphosed to lower amphibolite facies and upper amphibolite facies. Average composition 60-90 percent feldspar, of which plagioclase (oligoclase to albite) is most abundant and orthoclase occurs chiefly as phenocrysts, quartz ranges from a trace to as much as 25 percent, averages about 10 percent (Ehlig, 1981). Initially named Mount Lowe Granodiorite by Miller (1926 abstract), subsequently termed Lowe Granodiorite by Miller (1934, 1946); renamed Mount Lowe intrusion by Barth and Ehlig (1988). Morton and Miller (2003) renamed unit Mount Lowe intrusive suite. Subdivisions used on most source maps have been retained in this map compilation, but latest name suggested by Morton and Miller (2003) is used for overall unit. U-Pb age on zircon is reported as 220 + 10 Ma (Silver, 1971), and Rb-Sr whole rock age of 208 + 14 Ma reported by Joseph and others (1982). Joseph and others (1982) also report high (800-1,100 ppm) Sr content, low initial 87Sr-86Sr ratio of 0.70456 + 0.00003, and high alkali content (Na2O = K2O ~ 10 percent). Barth and others (1990) report U-Pb zircon age of 218 Ma. Subunits include:",plutonic rock
TRlgb,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mount Lowe intrusive suite, biotite-orthoclase facies","As much as 10 percent biotite in a nearly white granular plagioclase and subordinate (less than 25 percent) quartz matrix. Has orthoclase phenocrysts; hornblende phenocrysts prominent in other subunits are absent, although a few hornblende-bearing layers occur in the lower part of this subunit (Ehlig, 1981, p. 263)",plutonic rock
TRlgg,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mount Lowe intrusive suite, garnet-orthoclase facies","Garnet phenocrysts, as large as 2 cm; orthoclase phenocrysts larger (as long as 10 cm) than those in the orthoclase-hornblende facies. Has granular matrix of plagioclase and subordinate quartz; garnet also occurs as small crystals concentrated in veinlets (Ehlig, 1981, p. 263)",plutonic rock
TRlgh,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mount Lowe intrusive suite, orthoclase-hornblende facies","Hornblende phenocrysts are larger and less abundant than in hornblende-dominant facies subunit. Hornblende and scattered orthoclase phenocrysts in a matrix of plagioclase and minor quartz. About 700 m thick (Ehlig, 1981, p. 263)",plutonic rock
TRlgk,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Mount Lowe intrusive suite, hornblende-dominant facies","Dark gray, mediumgrained hornblende diorite in lower part, grading upward into lighter colored,  31 coarser-grained diorite or quartz diorite having hornblende phenocrysts in a plagioclase matrix. About 800 m thick (Ehlig, 1981, p. 263)",plutonic rock
Trn,Topatopa Mountains and eastern Santa Ynez Range,Rincon Formation (early Miocene),"Marine shale and mudstone with dolomitic and limonitic concretions as much as 0.65 m in diameter (Fillmore 7.5’ quadrangle). Foraminiferal faunas referred to the Zemorrian and Saucesian Stages of Kleinpell (1938). Thickness about 275 m. Overlain, apparently accordantly, by shale and mudstone assigned to the lower part of the Modelo Formation (which, in this area, is designated middle and upper Miocene), and conformably overlies Vaqueros Formation. Type section for Rincon Formation is approximately 30 mi. west in vicinity of Rincon Point where name, Rincon Shale, was suggested by Kerr (1931). (south flank of Santa Ynez Mountains, Fillmore and Piru 7.5’ quadrangles; Eschner, 1969) Fritsche (1993) proposed that similar rocks within similar age-range in western Santa Monica Mountains (the Encinal Member of Topanga Canyon Formation and Danielson Member of Vaqueros Formation) should be termed ""tongues"" of Rincon Formation; however, we have retained nomenclature used in source maps",
