code,grouping,title,description,lithology
TKbx,,Green silicified clastic rocks (Tertiary or Cretaceous),"Pale-green, fine-grained to very coarse grained, very well indurated, massive to well-bedded silicic siltstone, sandstone, conglomerate, and sedimentary breccia. Clasts predominantly fine-grained quartzite or chert, but also include granitic rocks, black limestone, quartz, and basalt. Gray quartzite clasts are as long as 8 cm and clasts of granite as long as 20 cm. Graded bedding common. Matrix arkosic and overgrown by secondary epidote, chlorite, actinolite, and silica, indicating greenschist-facies metamorphism. Cut by numerous small white quartz veins. Bounded by faults along north side of San Andreas fault zone in northern Sawmill Mountain quadrangle. Neither top nor base exposed; greater than about 150 m thick",
QTt,,Tulare Formation (Pleistocene and Pliocene),"Nonmarine, poorly indurated, light-tan or buff to gray arkosic sandstone, conglomeratic sandstone, conglomerate, and brown siltstone; contains local, thin boulder-gravel lenses (Davis, 1983). Well bedded, commonly lenticular",
Tucl,,Claystone (Pliocene),"Predominantly nonmarine, greenish-gray poorly indurated claystone and siltstone with thin beds of light-gray limestone and gray sandstone; contains gray or tan, lenticular conglomeratic sandstone and conglomerate beds with interbeds of brown siltstone; locally abundant clasts of siliceous shale (Monterey Formation) (Davis, 1983). Upper portion interfingers in places with Tulare Formation (QTt)",
Tusg,,Sandstone and conglomerate (Pliocene),"Poorly indurated sandstone and minor pebble conglomerate; includes some marine sandstone (Dibblee, 1973)",
Ts,,Sand (Pliocene),"Mostly terrestrial sand and pebble gravel (Dibblee, 1973)",
Te,,Etchegoin Formation (Pliocene and upper Miocene?),"Upper grayish-brown, sandy marine siltstone with a few thin- to medium-bedded, fine-grained sandstone beds; contains abundant Pliocene mollusks. A lower facies consists mostly of grayish-brown marine sandstone (Davis, 1983). Contains upper Miocene foraminifera, although a vitric tuff in Etchegoin Formation from Kettleman Hills northwest of quadrangle is correlated with a tuff with a potassium-argon age of 4.0–4.5 Ma (early Pliocene) (Sarna-Wojcicki and others, 1979)",
Tbw,,Bitterwater Creek Shale (upper Miocene),"Marine, thin-bedded, diatomaceous-siliceous mudstone; contains Mohnian foraminifera (Dibblee, 1973). Weathers into platy, white fragments, similar to many parts of Monterey Formation. Lies unconformably above Monterey Formation (Dibblee, 1973)",
Tmb,,"Monterey Formation, Black siliceous shale (upper to lower Miocene)","Black and dark-gray, thin-bedded siliceous and semi-siliceous shale and clay shale; deep marine; weathers into white plates. Contains upper to middle Miocene (Mohnian) foraminifera",
Tmg,,"Monterey Formation, Gould Shale Member (upper to lower Miocene)","Gray, marine siliceous shale. Contains Relizian and Saucesian (middle and lower Miocene) foraminifera",
Tmt,,"Monterey Formation, Sandstone (upper to lower Miocene)","Nonmarine pink sandstone interbedded with Gould Shale Member (Tmg) in easternmost part of quadrangle; locally called Mint Canyon Formation by Dibblee (1973). Also includes unnamed buff, marine sandstone at base of Monterey Formation (Dibblee, unpub. data, 2001)",
Tgcg,,Granitic-clast conglomerate (Miocene),"Unnamed nonmarine cobble and boulder conglomerate consisting of granitic clasts and interbedded sandstone and clay beds. Unconformable above Tecuya Formation in eastern part of quadrangle and tongues westward into lower part of Monterey Formation. Interpreted as alluvial fan complex to southeast adjacent to mountain front (Nilsen and others, 1973)",
Tt,,Temblor Formation (lower Miocene and upper Oligocene?),"Brown marine shale and interbedded, crossbedded buff sandstone. Contains Saucesian and late Zemorrian age foraminifera (Nilsen and Link, 1975). Sharp angular unconformity where formation overlies Tejon and San Emigdio Formations and parts of Pleito Formation (Nilsen and others, 1973). Well exposed in San Emigdio Canyon. Thickness in lower Santiago Creek about 1,650 m; thins dramatically to east and is about 300 m thick near Brush Mountain",
Tts,,"Temblor Formation, Sandstone member (lower Miocene and upper Oligocene?)","Thick-bedded to massive, locally crossbedded buff sandstone and conglomeratic sandstone in lower part of formation",
Ttc,,Tecuya Formation (lower Miocene to upper Eocene),"Mostly non-marine red, green, buff, and blue-gray sandstone and clay with interbedded, crudely bedded pebble and cobble conglomerate. Tongues westward into Pleito and Temblor Formations (units Tpl and Tt)",
Ttg,,"Tecuya Formation, Conglomerate and minor sandstone member (lower Miocene to upper Eocene)",Interbedded red to brown pebble and cobble conglomerate and sandstone,
Tvd,,"Tecuya Formation, Dacite and andesite member (lower Miocene to upper Eocene)",Blue-gray dacite flows with small plagioclase phenocrysts in an aphanitic groundmass; overlies basalt unit. Interbedded extensively with both Tecuya and Temblor (Tt) Formations. Age is early Miocene,
Tvb,,"Tecuya Formation, Basalt member (lower Miocene to upper Eocene)","Black, fine-grained ophitic basalt; locally scoreaceous. Interbedded extensively with both Tecuya and Temblor (Tt) Formations. Age is early Miocene",
Tpl,,"Pleito Formation, Claystone and shale member (Oligocene)","Brownish-gray, marine claystone and shale with minor interbedded buff sandstone. Basal conglomerate exposed in San Emigdio Canyon. Contains Saucesian and Zemorrian foraminifera",
Tpls,,"Pleito Formation, Sandstone member (Oligocene)","Gray, buff, and tan, massive, medium-grained micaceous marine sandstone mostly in eastern areas of Pleito Formation outcrop where it grades eastward into lower part of Tecuya Formation. Thick, massive, brown sandstone and basal con- glomerate in San Emigdio Creek",
Tse,,"San Emigdio Formation, Shale member (Oligocene and upper Eocene)","Mostly bluish-gray to black, planar-bedded, sandy, micaceous marine shale and greenish-gray mudstone",
Tses,,"San Emigdio Formation, Sandstone member (Oligocene and upper Eocene)","Tan thin- to thick-bedded to massive marine arkosic, nonfossiliferous marine sandstone; locally pebbly (Nilsen and others, 1973; Dibblee (1973; unpub. data, 2001)",
Ttm,,"Tejon Formation, Metralla Sandstone Member (upper Eocene)",Buff marine sandstone and gray silty shale,
Ttl,,"Tejon Formation, Live Oak Shale Member (middle Eocene)","Brownish-gray to gray, hard, platy, thin-bedded, shale and fine-grained sandstone",
Ttu,,"Tejon Formation, Uvas Conglomerate Member (middle or lower Eocene)","Brown, ledgy arkosic sandstone and interbedded conglomerate beds several tens of meters above base; clasts mostly well-rounded black and gray chert with some quartz and intermediate composition porphyry",
TKrs,,Rand Schist (Paleocene or Late Cretaceous),"Silvery-gray to black, fine-grained, biotite schist and subordinate biotitic quartzite. Consists of about 25–50 percent fine-grained, undulatory quartz, 10 percent sericitic sodic plagioclase, 40–60 percent biotite, 10 percent epidote, 5 percent epidote, 2–3 percent apatite, 1–2 percent opaque minerals, 0–5 percent garnet, and trace muscovite. Contains many thin (as wide as about 2 cm) quartz stringers. Map unit correlated with Rand Schist of southern California, with which it shares many characteristics (Ehlig, 1968; Haxel and Dillon, 1978; Ross, 1989). The metamorphic age of Rand Schist is Paleocene or possibly Late Cretaceous (Haxel and Dillon, 1978)",
Kgbm,,Monzogranite of Brush Mountain (Late Cretaceous),"Light-gray, medium- to coarse-grained, mostly massive biotite monzogranite. Average mode contains 30 percent plagioclase (An30), 34 percent microcline, 33 percent quartz, 3 percent biotite, and traces of zircon, apatite, and hematite (mostly derived from biotite alteration (Ross, 1989). Clearly intrudes Lebec Granodiorite (Kle) and “appears” to intrude mafic metamorphic rocks and Rand Schist (TKrs) (Ross, 1989). Weathers yellowish-tan",
Kle,,Lebec Granodiorite (Late Cretaceous),"Gray (black-and-white speckled), medium-grained, locally porphyritic to seriate, mostly massive to weakly foliated biotite granodiorite; ranges from monzogranite to tonalite. Average mode contains 50 percent zoned plagioclase, 25 percent quartz, 13 percent microcline, 11 percent biotite, 1 percent hornblende, and traces muscovite, allanite, zircon, apatite, and sphene; opaque minerals are notably rare (Ross, 1989). Locally consists of a fine-grained, relatively leucocratic, sugary facies. Originally named the Lebec Quartz Monzonite by Crowell (1952). U/ Pb zircon age is 88.7±2.1 Ma (W.R. Premo, written commun., 2006)",
Kap,,Quartz diorite of Antimony Peak (Early Cretaceous),"Gray, coarse-grained, hypidiomorphic, equigranular, massive to weakly foliated quartz diorite and tonalite. Average mode contains 60 percent plagioclase (An38), 1 percent microcline, 10–20 percent quartz, 13 percent hornblende, 8 percent biotite (commonly altered to chlorite), and traces of epidote, apatite, garnet, and opaque minerals. 40Ar/39Ar age on hornblende is 99.8±0.6 Ma (latest Early Cretaceous; Kellogg and Miggins, 2002). 87Sr/86Sr of 0.70337 indicates a mafic oceanic source (Ross, 1989). Includes small areas of quartz diorite mapped adjacent to monzogranite of Brush Mountain (Dibblee, 1973; unpub. data, 2001)",
Khd,,Hornblende diorite (Cretaceous?),"Dark-gray to black, medium to locally coarse-grained rock composed mostly of hornblende and sodic to calcic plagioclase; locally contains veinlets of epidote (T.W. Dibblee, Jr., unpub. data, 2001)",
MzPzg,,Granitic and metamorphic rocks (Cretaceous to Paleozoic),"Mostly Cretaceous granitic rocks, gneiss, and metasedimentary rocks (marble, schist, quartzite); includes some migmatite near and east of San Emigdio Creek",
MzPzgb,,"Mafic-ultramafic complex, Gabbro and pyroxenite (Middle Jurassic to upper Paleozoic)","Black gabbro consisting of calcic plagioclase (labradorite-bytownite), pale-green amphibole, clinopyroxene, minor orthopyroxene, and opaque minerals; locally anorthositic. Local layering suggests a cumulate texture. Pyroxenite is composed mostly of partially serpentinized clinopyroxene and orthopyroxene (Ross, 1989)",
MzPzqd,,"Mafic-ultramafic complex, Hornblende quartz diorite to tonalite (Middle Jurassic to upper Paleozoic)","Approximately 50 percent plagioclase (andesine to labradorite), 30 percent hornblende, and 20 percent quartz, with minor biotite and opaque minerals (Ross, 1989). Presumably intrusive into gabbro and pyroxenite unit (MzPzgb)",
MzPzmd,,"Mafic-ultramafic complex, Metadiabase, amphibolite, gabbro, and pyroxenite (Middle Jurassic to upper Paleozoic)","Fine- to medium-grained, locally coarse-grained, mafic volcanic rock with local diabasic texture; dominantly composed of calcic plagioclase and pale-green hornblende, now essentially an amphibolite. Forms wall rock to gabbroic, dioritic, and tonalitic rocks (Ross, 1989)",
MzPzm,,"Metasedimentary rocks, Marble (Mesozoic or Paleozoic)","Gray or white, medium-grained, strongly foliated, calcitic marble in roof pendants and inliers in granitic rocks",
MzPzqd,,"Metasedimentary rocks, Quartzite (Mesozoic or Paleozoic)","Gray, fine- to medium-grained, hard, mostly foliated quartzite. Locally contains as much as 10 percent muscovite",
MzPzs,,"Metasedimentary rocks, Schist, gneiss, calc-silicate hornfels, and quartzite (Mesozoic or Paleozoic)","Interlayered calcareous, siliceous, and pelitic schist, gneiss, and hornfels (Ross, 1989). Schist and gneiss is dark gray, fine to medium grained, biotitic, and locally migmatitic (Kellogg, 2003)",
