code,grouping,title,description
Tts,,"Sandstone, Temblor Formation (Oligocene and Miocene)","The lowest sandstone member of the Temblor Formation in the Chico Martinez Creek area is commonly known as the ""Phacoides reef"" (Kleinpell, 1938, p. 107; Goudkoff, 1943, pt. 2, p. 250; Curran, 1943, p. 1368) or ""Phacoides Sand"" (Foss and Blaisdell, 1968, p. 40). These names are not valid because they refer to a fossil rather than a locality. Therefore this sandstone is here renamed the Wygal Sandstone Member, for Wygal Spring (fig. 9). The type section is designated as that at Zemorra Creek, where this sandstone is about 75 feet thick and overlies the Cymric Shale Member. This sandstone is gray, and its upper part is glauconitic; locally a fossiliferous calcareous bed several feet thick occurs at or near the base. It is traceable south to Salt Creek and northwest to Media Agua Creek (figs. 9, 11). At both those places it laps over the Cymric Shale Member onto the Point of Rocks Sandstone. Northeastward, downdip from its outcrop, this member thickens to several hundred feet in the subsurface. It contains a molluscan fauna assigned an early ""Vaqueros age,"" late Oligocene (W. 0. Addicott, oral commun., 1968), and the shale immediately above and that below is in the lower part of the type Zemorrian Stage (Kleinpell, 1938, p. 103-108). Recent work on the fauna from this sandstone unit by Addicott (oral commun., 1971) suggests, however, that this unit is somewhat older than the ""Vaqueros Stage,"" but younger than the Refugian Stage. But to avoid complications, its assignment to the ""Vaqueros Stage"" is tentatively retained.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tmp,,"Sandstone, Temblor Formation (Oligocene and Miocene)","[Note: seems like this is a typo for Tts based on coloration of the original map. ~~kueda]

The lowest sandstone member of the Temblor Formation in the Chico Martinez Creek area is commonly known as the ""Phacoides reef"" (Kleinpell, 1938, p. 107; Goudkoff, 1943, pt. 2, p. 250; Curran, 1943, p. 1368) or ""Phacoides Sand"" (Foss and Blaisdell, 1968, p. 40). These names are not valid because they refer to a fossil rather than a locality. Therefore this sandstone is here renamed the Wygal Sandstone Member, for Wygal Spring (fig. 9). The type section is designated as that at Zemorra Creek, where this sandstone is about 75 feet thick and overlies the Cymric Shale Member. This sandstone is gray, and its upper part is glauconitic; locally a fossiliferous calcareous bed several feet thick occurs at or near the base. It is traceable south to Salt Creek and northwest to Media Agua Creek (figs. 9, 11). At both those places it laps over the Cymric Shale Member onto the Point of Rocks Sandstone. Northeastward, downdip from its outcrop, this member thickens to several hundred feet in the subsurface. It contains a molluscan fauna assigned an early ""Vaqueros age,"" late Oligocene (W. 0. Addicott, oral commun., 1968), and the shale immediately above and that below is in the lower part of the type Zemorrian Stage (Kleinpell, 1938, p. 103-108). Recent work on the fauna from this sandstone unit by Addicott (oral commun., 1971) suggests, however, that this unit is somewhat older than the ""Vaqueros Stage,"" but younger than the Refugian Stage. But to avoid complications, its assignment to the ""Vaqueros Stage"" is tentatively retained.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttc,,"Clay shale, Temblor Formation (Oligocene and Miocene)","The lowest shale member of the Temblor Forma tion is commonly known as the Salt Creek Shale (Williams, 1936; Goudkoff, 1943, pt. 2, p. 253, fig. 99a; Curran, 1943, p. 1368-1369; Foss and Blaisdell, 1968, p. 40), but this name is preoccupied. This shale is herein renamed the Cymric Shale Member, for the nearby Cymric oil field (fig. 9). This mem ber is disconformable on the Point of Rocks Sandstone and consists of dark-gray clayey to silty shale. It is traceable and recognizable in the outcrop only from Santos Creek southeastward to a point 3 miles southeast of Zemorra Creek (figs. 9, 11). The type section is in Zemorra Creek where this member is about 74 feet thick. Northeastward, downdip, it thickens to several hundred feet in the subsurface. It contains sparse foraminifers of the Zemorrian Stage, late Oligocene, and forms the lower part of the type Zemorrian Stage (of Kleinpell, 1938, p. 103-108). Recent faunal studies by W. O. Addicott (oral commun., 1971) suggest, however, that the Cymric Shale Member may be at least in part in the Refugian Stage, early Oligocene. If this is so, this unit may be correlative with the Wagonwheel Formation near Devils Den. Nevertheless, to avoid complications, its age assignment to the early Ze- morrian Stage is tentatively retained.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttg,,"Basal conglomerate lens, Temblor Formation (Oligocene and Miocene)","In the Temblor Range the Temblor Formation is composed of sandstone and lesser amounts of argillaceous sedimentary rocks. In the southeastern part of the range, as much as 7,000 feet crops out; the base of this unit is unexposed. In the northwestern part this unit is much thinner but of variable thickness. At the northwest end of the Temblor Range and on the southwest flank of the Diablo Range near Cholame Valley, the Temblor Formation is nearly all sandstone and is 0-5,000 feet thick but generally less than 2,000 feet. At one place about 5 miles northeast of Cholame, the Temblor Formation contains a lens, as much as 500 feet thick, of terrestrial red beds, as mapped by Dickinson (1966a, p. 711, pi. 1). At a locality 7 miles slightly south of east of Cholame, the formation contains a basal conglomerate lens as thick as 500 feet. The Temblor Formation is largely absent in the McLure Valley area, but is present at Devils Den and Reef Ridge.

Throughout the central and northwestern parts of the Temblor Range and adjacent part of the Diablo Range, the Temblor Formation rests either disconforambly or unconformably on the lower Tertiary, Cretaceous, and Franciscan rocks, overlapping them from northeast to southwest with increasing discordance toward the San Andreas fault.

In most places the Temblor Formation is differentiable only into its facies of (1) sandstone, (2) argillaceous sedimentary rocks, and (3) basal conglomerate (in one area only). These are unnamed; however, on the northeast flank of the central part of the Temblor Range between Salt Creek and Bitterwater Creek (fig. 9) and in the nearby oil fields, the Temblor Formation has for many years been divided informally by petroleum geologists into units or members given local names. These units are of little regional significance because they are thin, very lenticular, and in outcrop recognizable only in this part of the range. In the subsurface, however, they are economically very important because the sandstone units contain oil that is produced under favorable structural conditions, and the shale units form the caprocks. Mention is made of these units in articles on descriptions of the nearby oil fields, as well as in reports by Kleinpell (1938, p. 106, fig. 6) and Goudkoff (1943), and the units are described, with pertinent references by Foss and Blaisdell (1968, p. 33-43). These units, herein designated as members, are shown in table 2.

Anderson (1905, p. 169-170) originally described the ""Temblor Beds"" at ""Canara Springs"" (Carneros Spring in fig. 10) and at ""Temblor."" He never designated a type section, but Kleinpell (1938, p. 107) and Curran (1943, p. 1364) considered the section at Carneros Creek described by Anderson to be the type locality of the Temblor Formation. Kleinpell (1938, p. 107), Woodring, Stewart, and Richards (1940, p. 130), and Curran (1943, p. 1369-1370) described the Temblor Formation exposed 2 miles south in Zemorra Creek, a branch of Chico Martinez Creek (fig. 10), where the Temblor Formation is thicker and more completely exposed than at Carneros Creek.
It is here proposed that the type area of the Temblor Formation be designated as the exposures from Carneros Creek to Zemorra Creek, the type section as that exposed at Carneros Creek in sec. 32, T. 28 S., R. 20 E., and a reference section as that exposed at Zemorra Creek in sec. 9, T. 29 S., R. 20 E. (figs. 9, 10). This type section is also the type section of some members of the Temblor Formation and the reference section for the others, as indicated in the following paragraphs. Part of this section is also the type section of the Zemorrian Stage as defined by Kleinpell (1938, p. 106-108). The members of the Temblor Formation in the Chico Martinez Creek area (fig. 10) are herein defined in ascending order (thickness figures at Zemorra Creek as given by Woodring and others, 1940, p. 130).

The age of the Temblor Formation in its type area ranges from the early Zemorrian Stage, late Oligocene, through the Saucesian Stage, early Miocene, to the lowest part of the Relizian Stage, middle Miocene. This age range probably also applies to the Temblor Formation and Devils Den. In areas west and northwest of the type area and at Reef Ridge, the Temblor Formation is mainly in the Saucesian Stage, early Miocene, and partly of Relizian age, middle Miocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttb,,"Buttonbed Sandstone Member, Temblor Formation (Relizian Stage; Oligocene and Miocene)","Anderson (1905, p. 170) referred to the top sandstone unit of his Temblor Beds at Carneros Creek as ""button beds."" This term has subsequently been commonly applied informally to this sandstone
(Kleinpell, 1938, p. 105; Foss and Blaisdell, 1968, p. 38). The type locality was designated as Carneros Creek (Heikkila and MacLeod, 1951, p. 10), in sec. 32, T. 28 S., R. 20 E. (fig. 10). It is here formally named the Buttonbed Sandstone Member for its exposure on Buttonbed Hill (fig. 10). This sandstone is light gray, thick bedded, and commonly calcareous, with numerous shell fragments. It ranges in thickness from 0 to 500 feet (240 ft thick at Zemorra Creek, the reference section). It is presumed to be locally disconformable on the Media Shale Member and may be a transgressive basal sandstone of the Monterey Shale, as indicated by an unconformity locally at its base in the Shale Hills area (Heikkila and MacLeod, 1951, p. 10) and at Devils Den. In other areas, this sandstone member or its equivalent is not differentiate from the underlying sandstone fades of the Temblor Formation.

The Buttonbed Sandstone Member is traceable northwestward from Zemorra Creek to and beyond Bitterwater Creek. Northwest of Devilwater Creek all but the upper part intertongues into the upper part of the Media Shale Member.

The Buttonbed Sandstone Member contains mollusks and buttonlike echinoids (mostly Scutella merriami) assigned to ""Temblor age,"" Miocene, (W. 0. Addicott, oral commun., 1967). In the Chico Martinez Creek area, the Buttonbed Sandstone Member is in the early Relizian Stage (middle Miocene), as indicated by the microfauna in the adjacent shale below and above (R. L. Pierce, oral commun., 1968).

At Devils Den, local names were applied to units within the Temblor Formation by Van Couvering and Alien (1943, p. 496-500); none of these are adopted herein. The members recognized in the Chico Martinez Creek area of the Temblor Range are believed to be as indicated in table 3, mainly on the basis of similar lithologic sequences, although correlations are uncertain. In the northern exposures, the Buttonbed Sandstone Member overlaps the older members of the Temblor Formation.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttm,,"Media Shale Member, Temblor Formation (Relizian and Saucesian Stages; Oligocene and Miocene)","The name Media was first applied to the upper shale member of the Temblor Formation by Cunningham and Barbat (1932, p. 417-421), for Media Agua Creek (fig. 9). The Media Shale Member is light gray, clayey to silty, and in part semisiliceous. It is conformable on the Carneros Sandstone Member, is 920 feet thick at Zemorra Creek, the designated type section (sec. 9, T. 29 S., R. 20 E., Carneros Rocks quadrangle), and about 500 feet thick at Carneros and Santos Creeks. It is traceable northwest to and beyond the mouth of Cedar Creek (figs. 9, 11). Northwest of Devilwater Creek it thickens as the upper parts of the Carneros Sandstone Member and lower parts of the Buttonbed Sandstone Member intertongue into it. In the Cedar Creek area the Media Shale Member is as thick as 2,200 feet, and the upper part includes much hard semisiliceous shale.

In the Chico Martinez Creek area, the Media Shale Member contains foraminifers diagnostic of the upper Saucesian Stage, early Miocene; the uppermost 50 feet, a sandy siltstone, contains foraminifers diagnostic of the lower Relizian Stage, middle Miocene (Foss and Blaisdell, 1968, p. 39).

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttr,,"Carneros Sandstone Member, Temblor Formation (Saucesian Stage; Oligocene and Miocene)","The name Carneros was first applied to the middle sandstone member of the Temblor Formation by Cunningham and Barbat (1932, p. 417-421) for Carneros Creek, the type locality (fig. 10). The Carneros Sandstone Member is conformable on the Santos Shale Member, is light gray and thick bedded, rarely contains fossils, and is about 215 feet thick at Zemorra Creek, the reference section, but as much as 500 feet thick in the area of figure 9. It is traceaible as far northwest as Cedar Creek (fig. 11). Northwest of Devilwater Creek the upper part intertongues into the lower part of the Media Shale Member, and the lowest sandstone tongue persists as a layer about 120 feet thick. Northeastward, downdip, the Carneros Sandstone Member thickens to more than 1,000 feet locally in the subsurface. It is within the Saucesian Stage, early Miocene, as indicated by foraminifers from the shales below and above.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttn,,"Upper part of Santos Shale Member, Temblor Formation (Saucesian Stage; Oligocene and Miocene)","The middle shale member of the Temblor Formation was named the Santos Shale by Gester and Galloway (1933) for Santos Creek, the type locality (fig. 9). This shale is medium to dark gray, clayey to silty, locally semisiliceous in the upper part, and is conformable on the Wygal Sandstone Member. At Zemorra Creek, the reference section, this shale member is 295 feet thick and is divided into two parts, but the lower part, 180 feet thick, is separated from the upper part, about 60 feet thick, by the 35-foot-thick Agua Sandstone Member. The upper part of the Santos Shale Member is traceable northwestward to Cedar Creek, where it overlies the Agua Sandstone Member and the Point of Rocks Sandstone (fig. 11). Northeastward, downdip, the Santos Shale Member thickens in the subsurface, and the lower and upper parts are separated by the Agua Sandstone Member (Foss and Blaisdell, 1968, p. 39-40). The Santos Shale Member contains fora- minifers diagnostic of the Zemorrian Stage, late Oligocene, in the lower part and of the Saucesian Stage, early Miocene, in the upper part (Kleinpell, 1938, p. 105-108; Foss and Blaisdell, 1968, p. 40). At Zemorra Creek the lower part forms the upper part of the type Zemorrian Stage of Kleinpell (1938, p. 103-108), except the lowest 50 feet of that shale, which is assigned to the lower part of that stage (Foss and Blaisdell, 1968, p. 40).

The Agua Sandstone Member was named Agua Sandstone by Clark and Clark (1935, p. 137) for Media Agua Creek (fig. 9). They did not designate a type locality, although they mentioned the outcrop at the mouth of Cedar Creek. This outcrop is designated the type locality as it was mapped by Heikkila and MacLeod (1951, pi. 1). This is the only other place besides Zemorra, Creek, the reference section, where this unit crops out, although at a few places between Cedar Creek and Zemorra Creek, the Santos Shale Member contains a sandstone bed a few feet thick that may be correlative. In the subsurface (in North Belridge, North and South Antelope Hills, McDonald Anticline oil fields and vicinity, (fig. 9) the Agua Sandstone Member is persistent, is several hundred feet thick, and is assigned to the top of the Zemorrian Stage (Foss and Blaisdell, 1968, p. 40).

The Agua Sandstone Member is light gray, arkosic, and locally pebbly. At the mouth of Cedar Creek it is as thick as 48 feet, occurs at the base of the Santos Shale Member, and is disconformable on the Point of Rocks Sandstone (fig. 11). At this outcrop it contains a few fossils, including Pecten magnolia, and is assigned a late ""Vaqueros age"" (W. 0. Addicott, oral commun., 1968). At Zemorra Creek this sandstone is 35 feet thick, is unfossiliferous, and is at the top of the type Zemorrian Stage (Kleinpell, 1938, p. 103-108), late Oligocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ttu,,"Undivided lower members sandstone and claystone, Temblor Formation (Zemorrian Stage; Oligocene and Miocene)","In the Temblor Range the Temblor Formation is composed of sandstone and lesser amounts of argillaceous sedimentary rocks. In the southeastern part of the range, as much as 7,000 feet crops out; the base of this unit is unexposed. In the northwestern part this unit is much thinner but of variable thickness. At the northwest end of the Temblor Range and on the southwest flank of the Diablo Range near Cholame Valley, the Temblor Formation is nearly all sandstone and is 0-5,000 feet thick but generally less than 2,000 feet. At one place about 5 miles northeast of Cholame, the Temblor Formation contains a lens, as much as 500 feet thick, of terrestrial red beds, as mapped by Dickinson (1966a, p. 711, pi. 1). At a locality 7 miles slightly south of east of Cholame, the formation contains a basal conglomerate lens as thick as 500 feet. The Temblor Formation is largely absent in the McLure Valley area, but is present at Devils Den and Reef Ridge.

Throughout the central and northwestern parts of the Temblor Range and adjacent part of the Diablo Range, the Temblor Formation rests either disconforambly or unconformably on the lower Tertiary, Cretaceous, and Franciscan rocks, overlapping them from northeast to southwest with increasing discordance toward the San Andreas fault.

In most places the Temblor Formation is differentiable only into its facies of (1) sandstone, (2) argillaceous sedimentary rocks, and (3) basal conglomerate (in one area only). These are unnamed; however, on the northeast flank of the central part of the Temblor Range between Salt Creek and Bitterwater Creek (fig. 9) and in the nearby oil fields, the Temblor Formation has for many years been divided informally by petroleum geologists into units or members given local names. These units are of little regional significance because they are thin, very lenticular, and in outcrop recognizable only in this part of the range. In the subsurface, however, they are economically very important because the sandstone units contain oil that is produced under favorable structural conditions, and the shale units form the caprocks. Mention is made of these units in articles on descriptions of the nearby oil fields, as well as in reports by Kleinpell (1938, p. 106, fig. 6) and Goudkoff (1943), and the units are described, with pertinent references by Foss and Blaisdell (1968, p. 33-43). These units, herein designated as members, are shown in table 2.

Anderson (1905, p. 169-170) originally described the ""Temblor Beds"" at ""Canara Springs"" (Carneros Spring in fig. 10) and at ""Temblor."" He never designated a type section, but Kleinpell (1938, p. 107) and Curran (1943, p. 1364) considered the section at Carneros Creek described by Anderson to be the type locality of the Temblor Formation. Kleinpell (1938, p. 107), Woodring, Stewart, and Richards (1940, p. 130), and Curran (1943, p. 1369-1370) described the Temblor Formation exposed 2 miles south in Zemorra Creek, a branch of Chico Martinez Creek (fig. 10), where the Temblor Formation is thicker and more completely exposed than at Carneros Creek.
It is here proposed that the type area of the Temblor Formation be designated as the exposures from Carneros Creek to Zemorra Creek, the type section as that exposed at Carneros Creek in sec. 32, T. 28 S., R. 20 E., and a reference section as that exposed at Zemorra Creek in sec. 9, T. 29 S., R. 20 E. (figs. 9, 10). This type section is also the type section of some members of the Temblor Formation and the reference section for the others, as indicated in the following paragraphs. Part of this section is also the type section of the Zemorrian Stage as defined by Kleinpell (1938, p. 106-108). The members of the Temblor Formation in the Chico Martinez Creek area (fig. 10) are herein defined in ascending order (thickness figures at Zemorra Creek as given by Woodring and others, 1940, p. 130).

The age of the Temblor Formation in its type area ranges from the early Zemorrian Stage, late Oligocene, through the Saucesian Stage, early Miocene, to the lowest part of the Relizian Stage, middle Miocene. This age range probably also applies to the Temblor Formation and Devils Den. In areas west and northwest of the type area and at Reef Ridge, the Temblor Formation is mainly in the Saucesian Stage, early Miocene, and partly of Relizian age, middle Miocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tw,,"Clay shale unit, Wagonwheel Formation (Refugian Stage; Oligocene)","In the Devils Den area, a basal marine sandstone and a clayey shale unit, about 500 feet thick, were mapped as Oligocene(?) rocks by Arnold and Johnson (1910, p. 40). Johnson (1909, p. 63) had previously named this units the Wagonwheel Formation for exposures near Wagonwheel Mountain, 2 miles south of Devils Den, and had tentatively assigned it to the Oligocene. This name was used by Van Couvering and Allen (1943, fig. 213) and is adopted herein. Atwill (1935, p. 1207) correlated this unit with his Tumey Formation north of Coalinga.

The Wagonwheel Formation and its foraminiferal fauna were described and discussed in detail by Smith (1956). He assigned the formation to the Refugian Stage of the early Oligocene age and indicated that it lies conformably ont he Krehenhagen Shale and disconformably below the Temblor Formation. Because of these stratigraphic relationships, this unit, which is the only one wholly assigned to the Refugian Stage within this region, is placed arbitrarily at the top of the lower Tertiary marine sedimentary sequence, rather than in the middle Tertiary sedimentary sequence.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tws,,"Sandstone units, Wagonwheel Formation (Refugian Stage; Oligocene)","In the Devils Den area, a basal marine sandstone and a clayey shale unit, about 500 feet thick, were mapped as Oligocene(?) rocks by Arnold and Johnson (1910, p. 40). Johnson (1909, p. 63) had previously named this units the Wagonwheel Formation for exposures near Wagonwheel Mountain, 2 miles south of Devils Den, and had tentatively assigned it to the Oligocene. This name was used by Van Couvering and Allen (1943, fig. 213) and is adopted herein. Atwill (1935, p. 1207) correlated this unit with his Tumey Formation north of Coalinga.

The Wagonwheel Formation and its foraminiferal fauna were described and discussed in detail by Smith (1956). He assigned the formation to the Refugian Stage of the early Oligocene age and indicated that it lies conformably ont he Krehenhagen Shale and disconformably below the Temblor Formation. Because of these stratigraphic relationships, this unit, which is the only one wholly assigned to the Refugian Stage within this region, is placed arbitrarily at the top of the lower Tertiary marine sedimentary sequence, rather than in the middle Tertiary sedimentary sequence.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tk,,"Undifferentiated shale, Kreyenhagen Shale (Eocene)","The clay shale and claystone facies of the lower Tertiary marine sedimentary sequence is prominently exposed in the Reef Ridge area north of McLure Valley. It was named Kreyenhagen Shale for Kreyenhagen wells at Canoas Creek (7 miles west of Avenal), the type locality, by Anderson (1905, p. 163-168). This name was not used by Arnold and Anderson (1910, p. 58-70) but was adopted by Cushman and Siegfus (1942), who described the sections exposed at Canoas and Garza Creeks (7 miles west of Avenal) and by Stewart (1946, p. 95, pi. 1), who described and mapped the formation in detail.

In the Reef Ridge area the Kreyenhagen Shale is from 950 to 1,250 feet thick, consists of gray clayey to silty shale, overlies the Avenal Sandstone, and is unconformably overlain by the Temblor Sandstone. The major part of the Kreyenhagen Shale contains foraminifers diagnostic of the Narizian Stage, late Eocene (Mallory, 1959, p. 71, fig. 7). Cushman and Siegfus (1942, p. 395-397) suggested that the upper part may be as young as Oligocene (Refugian). The lowest 50-110 feet of the Kreyenhagen Shale is greenish claystone which was named the Canoas Siltstone Member by Cushman and Siegfus (1942, p. 390-391) and which contains a foraminiferal fauna (""Canoas Fauna"") to which they assigned a middle Eocene age. Mallory (1959, p. 51, 71) suggested that this fauna may belong to his Ulatisian Stage, middle Eocene, but it is not certainly diagnostic.

In the Devils Den area the Kreyenhagen Shale is separated into two units of clayey shale by the Point of Rocks Sandstone (fig. 6). The lower unit, as thick as 700 feet, was named the Gredal Formation by Van Couvering and Alien (1943, p. 496-500). This same unit was designated as the Gredal Member of the Lodo Formation and assigned to the Ulatisian Stage, middle Eocene, by Mallory (1959, p. 45, 51, fig. 7), but it was mapped as the Canoas Siltstone Member of the Kreyenhagen Shale by Marsh (1960, p. 31, pi. 1). Because this unit is much thicker than the type Canoas Siltstone Member of Reef Ridge (too thin to show at the map scale), with which it is correlated by petroleum geologists, the unit at Devils Den is herein adopted as the Gredal Shale Member of the Kreyenhagen Shale. The type section of this member is designated as the section exposed in NE 1/4 sec. 10, T. 26 S., R. 18 E., 4 miles south of Devils Den, where it consists of about 750 feet of gray clayey shale with local occurrences of green and red clay, overlies the Avenal (""Mabury"") Sandstone, and is overlain by the Point of Rocks Sandstone.

In the northwestern Temblor Range, the Gredal Shale Member of the Kreyenhagen Shale is exposed south of Cedar Creek and at Media Agua Creek (fig. 9). In the former area, it is several hundred feet thick and consists of gray, green, and red claystone that unconformably overlies the Gravelly Flat Formation. At Media Agua Creek, it overlies the Avenal(?) Sandstone and is overlain by the Point of Rocks Sandstone, as at Devils Den; it is about 90 feet thick and is the same unit as the upper Lodo of Mallory (1959, p. 24, 45, figs. 3, 7), which he assigned to his Ulatisian Stage, middle Eocene.

The upper unit of the Kreyenhagen Shale in the Devils Den area is composed of about 600 feet of clayey shale that overlies the Point of Rocks Sandstone and is overlain by the Wagonwheel Formation. This shale unit was named Welcome Formation by Sandstone. The major part of the Kreyenhagen Van Couvering and Alien (1943, p. 496-500). This unit is herein adopted as the Welcome Shale Member of the Kreyenhagen Shale, with the type section designated as Welcome Valley (SE 1/4 sec. 35, T. 25 S., R. 18 E., NE*4NE14 sec. 2 and NWVi sec. 1, T. 26 S., R. 18 E.), just south of Devils Den. This unit is poorly and incompletely exposed; it is concealed by alluvium to the southeast and is overlapped by the Temblor Formation to the northwest. It forms the upper part of the type Narizian Stage, upper Eocene, of Mallory (1959, p. 55-56), although foraminifers of the Refugian Stage have been reported from the uppermost part of this shale unit by Smith (1956, p. 77-78) and Mallory (1959, p. 71).

On the basis of the foregoing evidence, the Gredal Shale Member of the Kreyenhagen Shale is assigned to the Ulatisian Stage, middle Eocene, and the Welcome Shale Member is assigned to the Narizian Stage, upper Eocene, with the upper part possibly extending into the Refugian Stage, early Oligocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
